Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
280,Shake Milton\miltosh01,SG,23,PHI,3,0,26,6,12,.500,4,9,.444,2,3,.667,.667,3,4,.750,0,2,2,3,0,0,4,5,19
281,Donovan Mitchell\mitchdo01,SG,23,UTA,9,9,311,84,172,.488,15,35,.429,69,137,.504,.532,40,53,.755,11,32,43,37,16,1,22,26,223
282,Malik Monk\monkma01,SG,21,CHO,8,0,148,24,53,.453,7,27,.259,17,26,.654,.519,2,3,.667,1,11,12,17,2,2,13,14,57
283,E'Twaun Moore\mooreet01,SG,30,NOP,3,0,45,8,18,.444,2,7,.286,6,11,.545,.500,3,4,.750,2,7,9,4,0,0,0,3,21
284,Ja Morant\moranja01,PG,20,MEM,8,8,220,59,120,.492,6,13,.462,53,107,.495,.517,27,36,.750,9,19,28,44,9,2,36,19,151
285,Marcus Morris\morrima03,PF,30,NYK,9,9,312,55,127,.433,24,50,.480,31,77,.403,.528,38,45,.844,9,42,51,11,12,7,17,30,172
286,Markieff Morris\morrima02,PF,30,DET,10,10,269,45,96,.469,15,40,.375,30,56,.536,.547,15,21,.714,4,33,37,18,8,1,25,27,120
287,Monte Morris\morrimo01,PG,24,DEN,8,0,134,20,53,.377,3,6,.500,17,47,.362,.406,7,8,.875,1,10,11,26,3,1,5,5,50
288,Johnathan Motley\motlejo01,PF,24,LAC,2,0,4,1,3,.333,1,1,1.000,0,2,.000,.500,0,0,,1,1,2,2,0,0,2,1,3
289,Emmanuel Mudiay\mudiaem01,PG,23,UTA,6,0,110,23,49,.469,2,11,.182,21,38,.553,.490,6,8,.750,1,13,14,21,3,3,14,9,54
290,Dejounte Murray\murrade01,PG,23,SAS,7,7,162,35,69,.507,2,9,.222,33,60,.550,.522,18,24,.750,9,47,56,38,12,4,20,15,90
291,Jamal Murray\murraja01,PG,22,DEN,8,8,267,57,122,.467,12,34,.353,45,88,.511,.516,28,33,.848,7,33,40,36,8,3,19,17,154
292,Džanan Musa\musadz01,SG,20,BRK,3,0,11,1,3,.333,0,2,.000,1,1,1.000,.333,0,0,,0,1,1,0,0,0,2,1,2
293,Mike Muscala\muscami01,C,28,OKC,7,0,78,4,25,.160,1,19,.053,3,6,.500,.180,4,4,1.000,2,13,15,5,1,3,2,14,13
294,Sviatoslav Mykhailiuk\mykhasv01,SG,22,DET,5,0,83,8,19,.421,7,14,.500,1,5,.200,.605,2,2,1.000,0,6,6,8,0,1,6,1,25
295,Abdel Nader\naderab01,SF,26,OKC,4,0,41,4,11,.364,3,8,.375,1,3,.333,.500,1,2,.500,1,6,7,1,0,0,5,4,12
296,Larry Nance\nancela02,C,27,CLE,8,0,191,28,58,.483,9,24,.375,19,34,.559,.560,12,16,.750,12,38,50,10,4,4,8,15,77
297,Shabazz Napier\napiesh01,PG,28,MIN,6,0,133,13,43,.302,7,31,.226,6,12,.500,.384,14,16,.875,1,14,15,27,9,3,12,4,47
298,Raul Neto\netora01,PG,27,PHI,7,1,89,15,26,.577,4,5,.800,11,21,.524,.654,0,0,,1,9,10,16,4,1,9,2,34
299,Georges Niang\niangge01,PF,26,UTA,8,0,80,9,19,.474,4,13,.308,5,6,.833,.579,5,6,.833,0,9,9,3,0,0,4,14,27
300,Nerlens Noel\noelne01,C,25,OKC,8,2,136,23,32,.719,0,0,,23,32,.719,.719,12,15,.800,9,29,38,11,7,12,9,19,58
301,Zach Norvell\norveza01,SG,22,LAL,2,0,5,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,0,0
302,Jaylen Nowell\nowelja01,SG,20,MIN,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
303,Frank Ntilikina\ntilila01,PG,21,NYK,8,4,184,18,46,.391,8,19,.421,10,27,.370,.478,0,2,.000,5,13,18,19,10,7,9,17,44
304,Kendrick Nunn\nunnke01,SG,24,MIA,9,9,256,59,129,.457,19,52,.365,40,77,.519,.531,12,14,.857,0,20,20,23,14,3,19,23,149
305,David Nwaba\nwabada01,SG,27,BRK,5,0,64,3,5,.600,1,2,.500,2,3,.667,.700,1,4,.250,2,11,13,1,2,2,5,8,8
306,Royce O'Neale\onealro01,PF,26,UTA,9,8,258,23,41,.561,10,20,.500,13,21,.619,.683,2,2,1.000,1,41,42,17,6,4,9,27,58
307,Kyle O'Quinn\oquinky01,C,29,PHI,7,0,68,14,26,.538,4,10,.400,10,16,.625,.615,2,6,.333,10,14,24,7,1,3,5,10,34
308,Semi Ojeleye\ojelese01,PF,25,BOS,7,0,76,2,7,.286,0,4,.000,2,3,.667,.286,3,5,.600,1,8,9,2,1,0,0,6,7
309,Jahlil Okafor\okafoja01,C,24,NOP,8,5,143,30,47,.638,0,0,,30,47,.638,.638,15,22,.682,13,26,39,10,3,10,15,25,75
310,Elie Okobo\okoboel01,PG,22,PHO,4,0,11,3,5,.600,1,2,.500,2,3,.667,.700,0,2,.000,0,2,2,2,0,0,0,1,7
311,Josh Okogie\okogijo01,SG,21,MIN,8,1,185,24,47,.511,4,15,.267,20,32,.625,.553,17,26,.654,12,29,41,16,12,2,14,20,69
312,KZ Okpala\okpalkz01,SF,20,MIA,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,1,0,0
313,Kelly Olynyk\olynyke01,C,28,MIA,9,0,195,21,61,.344,12,38,.316,9,23,.391,.443,9,12,.750,8,38,46,15,9,5,14,33,63
314,Cedi Osman\osmande01,SF,24,CLE,8,8,250,29,67,.433,17,37,.459,12,30,.400,.560,4,6,.667,3,22,25,16,9,2,8,20,79
315,Kelly Oubre\oubreke01,SF,24,PHO,8,8,241,49,101,.485,11,29,.379,38,72,.528,.540,28,36,.778,12,32,44,14,8,8,12,28,137
316,Jabari Parker\parkeja01,PF,24,ATL,8,3,204,53,93,.570,9,30,.300,44,63,.698,.618,16,21,.762,12,28,40,10,6,3,16,21,131
317,Eric Paschall\pascher01,PF,23,GSW,9,5,275,53,98,.541,6,19,.316,47,79,.595,.571,36,40,.900,9,29,38,14,4,4,12,19,148
318,Patrick Patterson\pattepa01,PF,30,LAC,9,9,194,15,45,.333,11,32,.344,4,13,.308,.456,2,4,.500,8,29,37,11,2,1,5,12,43
319,Justin Patton\pattoju01,C,22,OKC,1,0,6,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,2,2,0,0,0,1,3,0
320,Chris Paul\paulch01,PG,34,OKC,8,8,237,41,91,.451,17,37,.459,24,54,.444,.544,29,36,.806,2,24,26,38,13,0,20,17,128
321,Elfrid Payton\paytoel01,PG,25,NYK,4,3,102,11,29,.379,5,8,.625,6,21,.286,.466,5,6,.833,3,9,12,15,10,0,7,8,32
322,Theo Pinson\pinsoth01,SG,24,BRK,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,1,0,0,0,0
323,Mason Plumlee\plumlma01,C,29,DEN,8,0,130,19,34,.559,0,1,.000,19,33,.576,.559,11,19,.579,14,26,40,20,7,5,9,23,49
324,Vincent Poirier\poirivi01,C,26,BOS,3,0,18,2,6,.333,0,0,,2,6,.333,.333,0,0,,4,0,4,0,1,1,2,5,4
325,Jakob Pöltl\poeltja01,C,24,SAS,8,0,120,12,23,.522,0,0,,12,23,.522,.522,7,11,.636,16,21,37,8,3,7,6,15,31
326,Jordan Poole\poolejo01,SG,20,GSW,9,6,233,26,99,.263,16,54,.296,10,45,.222,.343,23,23,1.000,1,15,16,16,6,3,13,20,91
327,Kevin Porter\porteke02,SG,19,CLE,7,0,129,15,44,.341,3,15,.200,12,29,.414,.375,12,12,1.000,3,14,17,8,2,4,9,17,45
328,Michael Porter\portemi01,PF,21,DEN,4,0,40,9,14,.643,1,4,.250,8,10,.800,.679,5,8,.625,3,6,9,1,0,0,2,3,24
329,Otto Porter\porteot01,SF,26,CHI,9,9,226,35,84,.417,16,40,.400,19,44,.432,.512,15,20,.750,8,23,31,14,9,3,7,20,101
330,Bobby Portis\portibo01,C,24,NYK,9,2,215,36,90,.400,8,25,.320,28,65,.431,.444,10,14,.714,21,50,71,12,5,3,9,20,90
331,Kristaps Porziņģis\porzikr01,PF,24,DAL,8,8,263,58,136,.426,20,52,.385,38,84,.452,.500,25,37,.676,8,58,66,14,2,21,17,28,161
332,Dwight Powell\poweldw01,PF,28,DAL,5,5,127,15,26,.577,1,3,.333,14,23,.609,.596,9,14,.643,11,15,26,2,3,0,7,13,40
333,Norman Powell\powelno01,SG,26,TOR,8,0,194,24,57,.421,9,31,.290,15,26,.577,.500,13,16,.813,3,28,31,10,8,0,12,12,70
334,Julius Randle\randlju01,PF,25,NYK,9,9,302,53,122,.434,6,31,.194,47,91,.516,.459,23,38,.605,25,59,84,38,7,2,37,27,135
335,Cam Reddish\reddica01,SF,20,ATL,8,8,199,17,65,.262,6,27,.222,11,38,.289,.308,10,12,.833,5,25,30,14,9,2,16,14,50
336,J.J. Redick\redicjj01,SG,35,NOP,8,4,184,24,62,.387,18,42,.429,6,20,.300,.532,9,13,.692,2,12,14,11,2,3,13,9,75
337,Josh Richardson\richajo01,SG,26,PHI,8,8,274,39,97,.402,9,35,.257,30,62,.484,.448,22,25,.880,6,21,27,32,13,7,23,24,109
338,Austin Rivers\riverau01,SG,27,HOU,8,0,155,20,46,.435,12,29,.414,8,17,.471,.565,3,6,.500,3,14,17,12,0,0,3,17,55
339,Duncan Robinson\robindu01,PF,25,MIA,9,4,197,28,63,.444,19,48,.396,9,15,.600,.595,4,4,1.000,1,23,24,6,3,6,4,17,79
340,Glenn Robinson\robingl02,SF,26,GSW,9,9,282,36,79,.456,9,23,.391,27,56,.482,.513,10,12,.833,24,35,59,15,8,2,10,17,91
341,Jerome Robinson\robinje01,SG,22,LAC,5,0,39,6,16,.375,2,5,.400,4,11,.364,.438,0,0,,0,5,5,4,1,0,7,2,14
342,Justin Robinson\robinju01,PG,22,WAS,3,0,12,2,5,.400,1,1,1.000,1,4,.250,.500,0,0,,1,2,3,2,0,0,2,0,5
343,Mitchell Robinson\robinmi01,C,21,NYK,7,6,123,28,39,.718,0,0,,28,39,.718,.718,11,15,.733,21,21,42,4,5,13,5,22,67
344,Derrick Rose\rosede01,PG,31,DET,6,0,150,50,89,.562,1,4,.250,49,85,.576,.567,24,27,.889,2,7,9,38,6,3,23,8,125
345,Terrence Ross\rosste01,SG,28,ORL,7,0,155,20,71,.282,8,42,.190,12,29,.414,.338,10,11,.909,4,19,23,10,6,2,11,14,58
346,Terry Rozier\roziete01,PG,25,CHO,8,8,255,42,109,.385,15,45,.333,27,64,.422,.454,22,28,.786,5,27,32,41,8,3,27,22,121
347,Ricky Rubio\rubiori01,PG,29,PHO,7,7,225,27,73,.370,7,20,.350,20,53,.377,.418,26,30,.867,4,46,50,57,12,0,18,24,87
348,D'Angelo Russell\russeda01,SG,23,GSW,6,6,192,51,120,.425,18,52,.346,33,68,.485,.500,27,36,.750,2,25,27,37,3,3,13,7,147
349,Domantas Sabonis\sabondo01,C,23,IND,7,7,248,55,104,.529,3,9,.333,52,95,.547,.543,26,30,.867,23,65,88,26,5,5,18,29,139
350,JaKarr Sampson\sampsja02,SF,26,IND,5,4,101,18,33,.545,1,8,.125,17,25,.680,.561,2,7,.286,6,11,17,2,3,5,3,13,39
351,Dario Šarić\saricda01,PF,25,PHO,8,8,218,27,69,.391,11,34,.324,16,35,.457,.471,6,9,.667,11,38,49,17,11,2,13,15,71
352,Tomáš Satoranský\satorto01,PG,28,CHI,9,9,237,28,59,.475,11,22,.500,17,37,.459,.568,12,13,.923,8,17,25,51,10,2,17,19,79
353,Admiral Schofield\schofad01,SF,22,WAS,5,0,51,7,10,.700,4,7,.571,3,3,1.000,.900,4,4,1.000,2,6,8,1,0,0,0,3,22
354,Dennis Schröder\schrode01,PG,26,OKC,8,0,230,41,103,.398,8,30,.267,33,73,.452,.437,16,21,.762,6,34,40,36,8,2,22,25,106
355,Mike Scott\scottmi01,PF,31,PHI,8,0,137,20,41,.488,9,24,.375,11,17,.647,.598,5,5,1.000,7,17,24,5,2,0,4,19,54
356,Thabo Sefolosha\sefolth01,SF,35,HOU,7,0,79,5,18,.278,3,11,.273,2,7,.286,.361,0,0,,8,15,23,10,2,3,4,7,13
357,Collin Sexton\sextoco01,PG,21,CLE,8,8,248,52,124,.419,14,37,.378,38,87,.437,.476,20,25,.800,5,19,24,16,3,1,14,22,138
358,Landry Shamet\shamela01,SG,22,LAC,9,9,276,28,72,.389,19,53,.358,9,19,.474,.521,10,10,1.000,0,14,14,15,4,1,11,27,85
359,Pascal Siakam\siakapa01,PF,25,TOR,8,8,277,83,160,.519,19,46,.413,64,114,.561,.578,38,40,.950,15,59,74,29,6,1,26,32,223
360,Chris Silva\silvach01,PF,23,MIA,9,0,63,9,13,.692,0,0,,9,13,.692,.692,6,6,1.000,14,7,21,4,3,8,8,17,24
361,Ben Simmons\simmobe01,PG,23,PHI,7,7,223,39,79,.494,0,0,,39,79,.494,.494,14,25,.560,6,32,38,48,21,3,26,21,92
362,Anfernee Simons\simonan01,SG,20,POR,9,0,180,36,76,.474,14,37,.378,22,39,.564,.566,13,17,.765,2,14,16,9,6,2,9,17,99
363,Marcus Smart\smartma01,SG,25,BOS,7,3,215,23,66,.348,14,43,.326,9,23,.391,.455,7,9,.778,4,21,25,33,9,2,6,20,67
364,Dennis Smith\smithde03,PG,22,NYK,3,0,26,1,11,.091,0,3,.000,1,8,.125,.091,1,2,.500,0,1,1,3,1,1,2,6,3
365,Ish Smith\smithis01,PG,31,WAS,8,5,209,26,62,.419,5,19,.263,21,43,.488,.460,4,7,.571,6,16,22,35,4,3,9,18,61
366,Tony Snell\snellto01,SF,28,DET,10,10,289,36,79,.456,24,54,.444,12,25,.480,.608,2,2,1.000,5,11,16,19,6,2,4,19,98
367,Omari Spellman\spellom01,PF,22,GSW,9,0,148,21,50,.420,3,12,.250,18,38,.474,.450,16,19,.842,22,29,51,13,7,6,12,12,61
368,Edmond Sumner\sumneed01,PG,24,IND,3,2,67,9,18,.500,0,3,.000,9,15,.600,.500,3,5,.600,1,2,3,6,5,1,1,9,21
369,Caleb Swanigan\swanica01,PF,22,SAC,4,0,11,1,2,.500,0,0,,1,2,.500,.500,1,2,.500,1,3,4,0,1,2,3,3,3
370,Jayson Tatum\tatumja01,PF,21,BOS,7,7,242,57,133,.429,22,48,.458,35,85,.412,.511,15,20,.750,10,44,54,13,11,6,14,15,151
371,Jeff Teague\teaguje01,PG,31,MIN,6,6,158,26,52,.500,5,15,.333,21,37,.568,.548,22,25,.880,0,13,13,38,8,1,14,16,79
372,Garrett Temple\templga01,SG,33,BRK,8,0,166,19,43,.442,11,30,.367,8,13,.615,.570,7,9,.778,4,18,22,12,11,4,5,9,56
373,Daniel Theis\theisda01,C,27,BOS,6,5,130,11,34,.324,1,7,.143,10,27,.370,.338,7,11,.636,9,31,40,5,0,15,4,18,30
374,Isaiah Thomas\thomais02,PG,30,WAS,6,3,136,30,70,.429,12,33,.364,18,37,.486,.514,7,7,1.000,1,12,13,37,2,2,16,11,79
375,Khyri Thomas\thomakh01,SG,23,DET,2,0,6,0,0,,0,0,,0,0,,,1,2,.500,0,0,0,0,0,0,0,0,1
376,Matt Thomas\thomama02,SG,25,TOR,5,0,53,7,11,.636,6,10,.600,1,1,1.000,.909,2,2,1.000,1,5,6,0,3,0,3,5,22
377,Tristan Thompson\thomptr01,C,28,CLE,8,8,272,60,109,.550,1,3,.333,59,106,.557,.555,18,30,.600,41,52,93,22,7,13,5,21,139
378,Matisse Thybulle\thybuma01,SG,22,PHI,7,2,121,8,33,.242,5,21,.238,3,12,.250,.318,6,10,.600,2,6,8,9,14,7,13,22,27
379,Anthony Tolliver\tollian01,PF,34,POR,9,5,152,7,28,.250,6,22,.273,1,6,.167,.357,6,7,.857,5,22,27,8,2,4,5,8,26
380,Karl-Anthony Towns\townska01,C,24,MIN,6,6,193,52,104,.500,23,51,.451,29,53,.547,.611,27,39,.692,16,57,73,22,10,10,15,20,154
381,Gary Trent\trentga02,SG,21,POR,5,0,29,1,5,.200,1,4,.250,0,1,.000,.300,0,0,,1,3,4,1,1,0,1,2,3
382,Allonzo Trier\trieral01,SG,24,NYK,6,1,96,11,28,.393,6,16,.375,5,12,.417,.500,16,21,.762,1,9,10,9,2,2,10,15,44
383,P.J. Tucker\tuckepj01,PF,34,HOU,8,8,275,34,62,.548,20,41,.488,14,21,.667,.710,4,4,1.000,16,41,57,17,10,3,12,28,92
384,Evan Turner\turneev01,PG,31,ATL,3,0,34,4,7,.571,0,1,.000,4,6,.667,.571,4,5,.800,0,3,3,7,3,0,2,2,12
385,Myles Turner\turnemy01,C,23,IND,4,4,126,22,40,.550,8,15,.533,14,25,.560,.650,7,9,.778,9,18,27,2,2,5,7,8,59
386,Jonas Valančiūnas\valanjo01,C,27,MEM,8,8,174,38,78,.487,6,15,.400,32,63,.508,.526,13,14,.929,14,62,76,16,2,4,18,19,95
387,Denzel Valentine\valende01,SG,26,CHI,1,0,5,1,4,.250,1,2,.500,0,2,.000,.375,0,0,,1,0,1,0,0,0,0,0,3
388,Jarred Vanderbilt\vandeja01,PF,20,DEN,2,0,7,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,1,0,0
389,Fred VanVleet\vanvlfr01,SG,25,TOR,8,8,298,35,100,.350,19,48,.396,16,52,.308,.445,32,34,.941,1,32,33,59,10,1,18,18,121
390,Noah Vonleh\vonleno01,C,24,MIN,8,0,111,15,30,.500,1,8,.125,14,22,.636,.517,8,9,.889,11,24,35,9,4,2,7,9,39
391,Nikola Vučević\vucevni01,C,29,ORL,9,9,282,60,139,.432,7,32,.219,53,107,.495,.457,26,30,.867,22,76,98,29,8,8,12,15,153
392,Moritz Wagner\wagnemo01,C,22,WAS,8,0,142,33,55,.600,7,18,.389,26,37,.703,.664,13,15,.867,12,30,42,2,5,10,19,31,86
393,Kemba Walker\walkeke02,PG,29,BOS,7,7,237,50,126,.397,26,63,.413,24,63,.381,.500,44,48,.917,10,26,36,28,7,4,17,13,170
394,Lonnie Walker\walkelo01,SG,21,SAS,5,0,15,1,4,.250,0,1,.000,1,3,.333,.250,1,2,.500,0,4,4,0,0,0,2,3,3
395,Tyrone Wallace\wallaty01,SG,25,ATL,5,0,63,10,20,.500,0,4,.000,10,16,.625,.500,4,8,.500,2,8,10,5,2,0,6,8,24
396,Taurean Waller-Prince\princta02,SF,25,BRK,8,8,258,37,90,.411,23,57,.404,14,33,.424,.539,11,16,.688,9,47,56,12,11,4,17,25,108
397,Derrick Walton\waltode01,PG,24,LAC,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
398,Brad Wanamaker\wanambr01,PG,30,BOS,7,0,76,9,18,.500,1,3,.333,8,15,.533,.528,6,7,.857,1,11,12,12,5,1,5,10,25
399,T.J. Warren\warretj01,SF,26,IND,9,9,313,70,138,.507,6,25,.240,64,113,.566,.529,15,20,.750,7,24,31,10,13,3,12,26,161
400,PJ Washington\washipj01,PF,21,CHO,8,8,254,41,78,.526,14,31,.452,27,47,.574,.615,14,20,.700,8,43,51,12,8,8,15,21,110
401,Russell Westbrook\westbru01,PG,31,HOU,7,7,230,55,120,.458,8,31,.258,47,89,.528,.492,27,43,.628,13,54,67,61,13,4,28,22,145
402,Coby White\whiteco01,PG,19,CHI,9,0,212,38,106,.358,11,46,.239,27,60,.450,.410,14,20,.700,2,28,30,23,5,0,11,8,101
403,Derrick White\whitede01,PG,25,SAS,8,1,181,33,64,.516,7,17,.412,26,47,.553,.570,22,26,.846,6,16,22,16,4,4,7,22,95
404,Hassan Whiteside\whiteha01,C,30,POR,8,8,217,46,81,.568,0,0,,46,81,.568,.568,21,29,.724,33,73,106,6,4,15,17,25,113
405,Andrew Wiggins\wiggian01,SF,24,MIN,8,8,273,76,165,.461,18,54,.333,58,111,.523,.515,27,39,.692,12,26,38,23,4,9,12,21,197
406,Grant Williams\willigr01,PF,21,BOS,7,0,116,8,26,.308,0,10,.000,8,16,.500,.308,7,9,.778,8,10,18,9,5,3,4,13,23
407,Kenrich Williams\willike04,PF,25,NOP,8,0,138,13,33,.394,7,20,.350,6,13,.462,.500,5,9,.556,10,21,31,12,7,5,3,21,38
408,Lou Williams\willilo02,SG,33,LAC,9,2,283,63,156,.404,15,43,.349,48,113,.425,.452,61,73,.836,5,28,33,52,3,3,27,14,202
409,Marvin Williams\willima02,PF,33,CHO,8,0,142,22,42,.524,11,26,.423,11,16,.688,.655,5,6,.833,4,14,18,5,4,1,4,11,60
410,Robert Williams\williro04,C,22,BOS,6,1,89,13,18,.722,0,0,,13,18,.722,.722,4,8,.500,8,21,29,12,8,6,6,17,30
411,Nigel Williams-Goss\willini01,PG,25,UTA,3,0,7,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,1,0,0,1,1,0
412,D.J. Wilson\wilsodj01,PF,23,MIL,4,0,17,2,9,.222,1,7,.143,1,2,.500,.278,0,0,,0,4,4,2,0,0,1,1,5
413,Justise Winslow\winslju01,SF,23,MIA,5,5,181,28,72,.389,3,12,.250,25,60,.417,.410,10,17,.588,9,31,40,24,5,3,16,17,69
414,Christian Wood\woodch01,PF,24,DET,9,0,132,25,41,.610,8,14,.571,17,27,.630,.707,12,18,.667,8,28,36,3,1,7,9,5,70
415,Delon Wright\wrighde01,SG,27,DAL,8,2,192,26,48,.542,6,12,.500,20,36,.556,.604,9,10,.900,3,22,25,29,10,1,5,11,67
416,Thaddeus Young\youngth01,PF,31,CHI,9,0,197,38,81,.469,12,35,.343,26,46,.565,.543,1,8,.125,7,25,32,13,11,3,13,16,89
417,Trae Young\youngtr01,PG,21,ATL,7,7,217,61,128,.477,22,56,.393,39,72,.542,.563,31,38,.816,4,23,27,57,11,0,32,7,175
418,Cody Zeller\zelleco01,C,27,CHO,7,7,181,32,66,.485,4,15,.267,28,51,.549,.515,14,20,.700,27,46,73,10,3,3,10,16,82
419,Ivica Zubac\zubaciv01,C,22,LAC,9,8,145,32,47,.681,0,0,,32,47,.681,.681,22,26,.846,22,39,61,5,2,13,8,18,86